visiting.team,home.team,date,visiting.score,home.score
Albany,Maine,20120211,76,68
Utah,Arizona,20120211,61,70
Manhattan,St. Peter's,20120211,85,63
Rider,Niagara,20120211,82,84
Kansas State,Texas,20120211,64,75
Seattle,Longwood,20120211,100,99
Western Ky.,Troy,20120211,77,83
VCU,Old Dominion,20120211,68,64
American,Holy Cross,20120211,52,59
Sam Houston St.,Texas A&M-C.C.,20120211,61,53
Jacksonville,S.C. Upstate,20120211,66,70
North Dakota,NJIT,20120211,57,72
Delaware,Georgia State,20120211,80,77
Rhode Island,Charlotte,20120211,66,73
Saint Louis,La Salle,20120211,59,51
Ill.-Chicago,Loyola Chicago,20120211,69,78
Wofford,Appalachian St.,20120211,66,64
Montana State,Northern Colo.,20120211,64,77
Siena,Canisius,20120211,60,50
Navy,Army,20120211,63,69
Florida A&M,Howard,20120211,69,71
South Alabama,La.-Monroe,20120211,88,86
Davidson,Charleston,20120211,78,86
New Mexico St.,Utah State,20120211,80,69
Utah Valley,Chicago State,20120211,66,61
Lipscomb,Stetson,20120211,99,91
Wyoming,New Mexico,20120211,38,48
Cent. Michigan,Miami (Ohio),20120211,50,69
Hofstra,Drexel,20120211,67,78
Western Caro.,Furman,20120211,66,80
Savannah State,N.C. Central,20120211,67,57
Texas A&M,Iowa State,20120211,46,69
Delaware State,Coppin State,20120211,84,81
Clemson,Wake Forest,20120211,78,58
Coastal Caro.,Winthrop,20120211,57,67
North Florida,East Tenn. St.,20120211,50,65
Toledo,Bowling Green,20120211,63,66
S. Carolina St.,N.C. A&T,20120211,55,85
Duquesne,St. Bonaventure,20120211,48,69
South Florida,Providence,20120211,55,48
Md.-East. Shore,Morgan State,20120211,68,56
California,UCLA,20120211,73,63
Lamar,Nicholls State,20120211,63,72
Ohio,Eastern Mich.,20120211,55,68
Radford,UNC-Asheville,20120211,62,88
UCF,Southern Miss,20120211,74,78
Geo. Washington,Richmond,20120211,69,67
Elon,Samford,20120211,78,87
Miss. Valley St.,Alcorn State,20120211,71,63
Ark.-Pine Bluff,Southern U.,20120211,64,58
Steph. F. Austin,UTSA,20120211,59,51
McNeese State,Central Ark.,20120211,71,56
Belmont,Fla. Gulf Coast,20120211,86,63
High Point,Charleston So.,20120211,67,70
Grambling,Texas Southern,20120211,54,72
Washington St.,Oregon,20120211,69,78
Alabama State,Alabama A&M,20120211,57,47
Pepperdine,BYU,20120211,48,86
Western Mich.,Buffalo,20120211,57,59
Hampton,Norfolk State,20120211,62,70
Colorado,Arizona State,20120211,63,49
Jackson State,Prairie View A&M,20120211,62,48
Massachusetts,Saint Joseph's,20120211,62,73
Liberty,Presbyterian,20120211,77,64
Yale,Columbia,20120211,59,58
Fairleigh D'son,Monmouth,20120211,68,82
Northeastern,William & Mary,20120211,54,79
Dartmouth,Penn,20120211,55,58
Lafayette,Bucknell,20120211,78,90
East Carolina,Marshall,20120211,68,78
N'western St.,Southeastern La.,20120211,61,66
Long Beach St.,UC Davis,20120211,89,69
Mt. St. Mary's,Wagner,20120211,57,74
VMI,Gardner-Webb,20120211,61,77
Auburn,Mississippi,20120211,54,61
North Texas,Florida Atlantic,20120211,81,86
St. Francis (Pa.),Robert Morris,20120211,56,70
Colgate,Lehigh,20120211,69,89
Eastern Illinois,Tenn.-Martin,20120211,74,71
Alabama,LSU,20120211,58,67
Brown,Cornell,20120211,63,72
Morehead State,East. Kentucky,20120211,58,45
George Mason,UNC-Wilmington,20120211,75,69
Ga. Southern,Citadel,20120211,73,72
Valparaiso,Youngstown St.,20120211,53,71
Denver,FIU,20120211,77,63
UNC-Greensboro,Chattanooga,20120211,77,76
Northern Ill.,Akron,20120211,51,75
Loyola Marym't,Gonzaga,20120211,59,78
SMU,Rice,20120211,39,43
Houston,Tulsa,20120211,48,72
UAB,Memphis,20120211,45,79
Illinois State,UNI,20120211,63,78
Southeast Mo. St.,SIU-Edwardsville,20120211,85,72
Texas State,Texas-Arlington,20120211,53,73
Oklahoma,Texas Tech,20120211,47,65
Ecclesia,Houston Baptist,20120211,72,93
Western Illinois,Oral Roberts,20120211,51,61
South Dakota St.,UMKC,20120211,75,62
Arkansas State,La.-Lafayette,20120211,65,68
Colorado State,TCU,20120211,71,75
Tennessee Tech,Tennessee State,20120211,53,68
North Dakota St.,South Dakota,20120211,82,71
Idaho State,Northern Ariz.,20120211,79,73
San Francisco,San Diego,20120211,81,70
Boise State,Air Force,20120211,72,61
Tulane,UTEP,20120211,52,54
Xavier,Temple,20120211,72,85
Eastern Wash.,Weber State,20120211,75,84
IUPUI,Southern Utah,20120211,66,53
UC Irvine,Cal Poly,20120211,74,77
Montana,Sacramento St.,20120211,67,58
UC Riverside,UC Santa Barb.,20120211,52,60
CSU Northridge,Pacific,20120211,61,62
Nevada,San Jose State,20120211,76,70
Louisiana Tech,Idaho,20120211,64,73
St. John's,Georgetown,20120212,61,71
Illinois,Michigan,20120212,61,70
Fresno State,Hawaii,20120212,58,62
Stony Brook,Vermont,20120212,49,68
Pittsburgh,Seton Hall,20120212,66,73
Quinnipiac,Cent. Conn. St.,20120212,67,59
Green Bay,Detroit,20120212,74,77
New Hampshire,UMBC,20120212,66,60
Binghamton,Hartford,20120212,60,62
Bradley,Missouri State,20120212,53,64
CSU Bakersfield,Neb. Omaha,20120212,75,65
Milwaukee,Wright State,20120212,46,70
Fairfield,Loyola Maryland,20120212,68,51
St. Francis (N.Y.),Long Island,20120212,78,81
Washington,Oregon State,20120212,75,72
Northwestern,Purdue,20120212,77,87
Boston College,Virginia Tech,20120212,65,66
Marist,Iona,20120212,74,83
Stanford,USC,20120212,59,47
Evansville,Drake,20120212,54,78
Syracuse,Louisville,20120213,52,51
Kansas,Kansas State,20120213,59,53
Iowa State,Baylor,20120213,64,79
North Florida,S.C. Upstate,20120213,52,77
S. Carolina St.,N.C. Central,20120213,56,71
Jacksonville,East Tenn. St.,20120213,61,55
Belmont,Stetson,20120213,106,93
Lipscomb,Fla. Gulf Coast,20120213,68,89
Delaware State,Morgan State,20120213,74,73
Bethune-Cookman,Howard,20120213,73,67
Savannah State,N.C. A&T,20120213,66,59
Ark.-Pine Bluff,Alcorn State,20120213,58,66
McNeese State,N'western St.,20120213,70,61
Miss. Valley St.,Southern U.,20120213,58,53
Grambling,Prairie View A&M,20120213,52,71
Md.-East. Shore,Coppin State,20120213,78,81
Jackson State,Texas Southern,20120213,57,64
Montana Tech,Utah Valley,20120213,60,70
Ohio State,Minnesota,20120214,78,68
UNLV,TCU,20120214,97,102
Florida,Alabama,20120214,61,52
Virginia,Clemson,20120214,48,60
Buffalo,Kent State,20120214,71,76
Manhattan,Siena,20120214,64,70
Loyola Chicago,Butler,20120214,57,63
VMI,Liberty,20120214,69,78
UNC-Wilmington,Old Dominion,20120214,64,81
Towson,Northeastern,20120214,51,70
William & Mary,Drexel,20120214,61,63
Delaware,Hofstra,20120214,71,57
Radford,High Point,20120214,62,71
Georgia State,James Madison,20120214,67,64
Tenn.-Martin,Kennesaw State,20120214,76,75
Texas A&M,Texas Tech,20120214,47,38
UNC-Asheville,Coastal Caro.,20120214,69,74
St. John's,Seton Hall,20120214,64,94
Eastern Mich.,Cent. Michigan,20120214,52,55
Presbyterian,Winthrop,20120214,48,45
Illinois State,Indiana State,20120214,77,83
Gardner-Webb,Charleston So.,20120214,58,73
Cleveland State,Milwaukee,20120214,84,86
Youngstown St.,Green Bay,20120214,65,71
Jacksonville St.,Tennessee State,20120214,64,69
Texas,Oklahoma,20120214,69,58
Ill.-Chicago,Valparaiso,20120214,65,74
Creighton,Southern Ill.,20120214,88,69
VCU,George Mason,20120214,61,62
No. New Mexico,New Mexico St.,20120214,68,100
Mississippi St.,LSU,20120214,67,69
Montana Tech,Utah State,20120214,58,70
CSU Bakersfield,Nevada,20120214,47,61
Pacific,UC Davis,20120214,64,73
Northwest (WA),Seattle,20120214,58,90
Oklahoma State,Missouri,20120215,65,83
North Carolina,Miami (Fla.),20120215,73,64
New Mexico,San Diego State,20120215,77,67
Murray State,Southeast Mo. St.,20120215,75,66
Northwestern,Indiana,20120215,66,71
Loyola Marym't,St. Mary's (Cal.),20120215,75,60
Rutgers,Notre Dame,20120215,53,71
Missouri State,Wichita State,20120215,58,73
New Orleans,Hawaii,20120215,58,82
Charleston,UNC-Greensboro,20120215,63,78
Canisius,Niagara,20120215,57,60
Charlotte,Dayton,20120215,65,75
Iona,Rider,20120215,75,62
Fordham,Duquesne,20120215,67,77
Bowling Green,Ohio,20120215,59,72
Chattanooga,Appalachian St.,20120215,70,79
Samford,Davidson,20120215,54,81
Georgia,South Carolina,20120215,56,57
Maine,Hartford,20120215,50,64
Toledo,Ball State,20120215,63,55
UMBC,Binghamton,20120215,70,56
Md.-East. Shore,Hampton,20120215,62,82
Holy Cross,Lafayette,20120215,70,63
South Dakota,IUPUI,20120215,70,88
DePaul,Connecticut,20120215,54,80
Southern Utah,Oakland,20120215,68,76
Saint Joseph's,Rhode Island,20120215,80,69
Oral Roberts,IPFW,20120215,75,71
Army,Colgate,20120215,79,59
Elon,Wofford,20120215,59,72
Villanova,South Florida,20120215,51,65
Miami (Ohio),Akron,20120215,59,74
Loyola Maryland,Marist,20120215,54,72
Vermont,Albany,20120215,50,47
New Hampshire,Boston U.,20120215,56,54
Wash. Advent.,Longwood,20120215,88,90
Detroit,Wright State,20120215,71,55
St. Peter's,Fairfield,20120215,38,61
Delaware State,Norfolk State,20120215,73,63
Georgia Tech,Wake Forest,20120215,50,59
Navy,American,20120215,47,69
Air Force,Wyoming,20120215,58,53
Texas A&M-C.C.,Texas State,20120215,61,79
Morehead State,Austin Peay,20120215,52,48
SIU-Edwardsville,Eastern Illinois,20120215,66,73
Western Mich.,Northern Ill.,20120215,78,53
Neb.-Kearney,Neb. Omaha,20120215,68,85
Southeastern La.,Lamar,20120215,54,70
Arkansas,Tennessee,20120215,58,77
Richmond,Saint Louis,20120215,50,64
Central Ark.,Sam Houston St.,20120215,59,76
Memphis,Tulane,20120215,82,64
North Dakota St.,South Dakota St.,20120215,57,80
Temple,St. Bonaventure,20120215,76,70
Drake,Bradley,20120215,62,55
UMKC,Western Illinois,20120215,42,47
Tulsa,Southern Miss,20120215,69,77
East. Kentucky,Tennessee Tech,20120215,67,74
Texas-Arlington,Steph. F. Austin,20120215,51,47
UTSA,McNeese State,20120215,54,58
UAB,SMU,20120215,47,28
UNI,Evansville,20120215,62,63
Purdue,Illinois,20120215,67,62
Providence,Cincinnati,20120215,66,81
Weber State,Montana State,20120215,79,70
Northern Colo.,Eastern Wash.,20120215,76,79
CSU Fullerton,UC Riverside,20120215,77,64
UC Santa Barb.,UC Irvine,20120215,85,62
Cal Poly,CSU Northridge,20120215,81,94
Colorado State,Boise State,20120215,69,70
Sacramento St.,Portland State,20120215,67,85
USC,UCLA,20120215,54,64
NC State,Duke,20120216,73,78
Wisconsin,Michigan State,20120216,55,69
Virginia Tech,Florida State,20120216,47,48
Gonzaga,Santa Clara,20120216,73,62
FIU,UALR,20120216,64,78
Fairleigh D'son,Mt. St. Mary's,20120216,63,77
Monmouth,Wagner,20120216,67,74
La.-Lafayette,Denver,20120216,52,77
Lehigh,Bucknell,20120216,56,53
Bryant,Robert Morris,20120216,40,69
Cent. Conn. St.,St. Francis (Pa.),20120216,65,60
Citadel,Western Caro.,20120216,53,70
St. Francis (N.Y.),Quinnipiac,20120216,64,56
Sacred Heart,Long Island,20120216,91,103
Iowa,Penn State,20120216,64,69
NJIT,UTPA,20120216,67,75
Florida Atlantic,Western Ky.,20120216,57,64
La.-Monroe,North Texas,20120216,51,86
Chicago State,Houston Baptist,20120216,65,56
Troy,Arkansas State,20120216,59,83
Portland,San Diego,20120216,75,78
Arizona,Washington St.,20120216,76,72
North Dakota,Louisiana Tech,20120216,53,58
Boston College,Maryland,20120216,65,81
Vanderbilt,Mississippi,20120216,102,76
West Virginia,Pittsburgh,20120216,66,48
Oregon State,Stanford,20120216,82,87
BYU,San Francisco,20120216,85,84
Pepperdine,Seattle,20120216,70,81
Oregon,California,20120216,83,86
Arizona State,Washington,20120216,69,77
UNI,VCU,20120217,68,77
Cornell,Penn,20120217,66,73
Columbia,Princeton,20120217,66,77
Brown,Harvard,20120217,42,69
Yale,Dartmouth,20120217,70,61
Stetson,Fla. Gulf Coast,20120217,86,80
Valparaiso,Loyola Marym't,20120217,53,61
Mississippi,Kentucky,20120218,62,77
Missouri,Texas A&M,20120218,71,62
Texas Tech,Kansas,20120218,50,83
Ohio State,Michigan,20120218,51,56
Clemson,North Carolina,20120218,52,74
Kansas State,Baylor,20120218,57,56
Georgetown,Providence,20120218,63,53
UNLV,New Mexico,20120218,45,65
Marquette,Connecticut,20120218,79,64
San Diego State,Air Force,20120218,56,58
Florida,Arkansas,20120218,98,68
St. Mary's (Cal.),Murray State,20120218,51,65
Louisville,DePaul,20120218,90,82
Florida State,NC State,20120218,76,62
Maryland,Virginia,20120218,44,71
Notre Dame,Villanova,20120218,74,70
Wichita State,Davidson,20120218,91,74
Gonzaga,San Francisco,20120218,65,66
Drexel,Cleveland State,20120218,69,49
Bryant,St. Francis (Pa.),20120218,61,76
Tennessee Tech,Coastal Caro.,20120218,77,71
William & Mary,VMI,20120218,65,73
Liberty,Morgan State,20120218,69,81
Buffalo,South Dakota St.,20120218,65,86
UTEP,Memphis,20120218,60,58
UCLA,St. John's,20120218,63,66
Wake Forest,Miami (Fla.),20120218,56,74
Stony Brook,Northeastern,20120218,76,69
LSU,South Carolina,20120218,68,58
Oklahoma,Iowa State,20120218,69,80
Tennessee,Alabama,20120218,50,62
UNC-Wilmington,Manhattan,20120218,64,79
UMBC,Canisius,20120218,66,73
Hampton,Delaware,20120218,64,68
Hartford,St. Peter's,20120218,67,51
Marist,Maine,20120218,77,71
Niagara,Vermont,20120218,70,92
North Dakota,Longwood,20120218,67,59
Duquesne,Temple,20120218,59,78
Northern Ill.,SIU-Edwardsville,20120218,62,64
Indiana State,Butler,20120218,54,75
James Madison,Detroit,20120218,70,82
Morehead State,Bowling Green,20120218,60,73
Akron,Oral Roberts,20120218,61,67
Southern Ill.,Ball State,20120218,62,71
Winthrop,Appalachian St.,20120218,64,76
Eastern Mich.,Green Bay,20120218,49,54
Towson,New Hampshire,20120218,58,72
Toledo,Sam Houston St.,20120218,59,58
Arizona,Washington,20120218,70,79
Drake,New Mexico St.,20120218,55,71
Georgia Tech,Virginia Tech,20120218,73,74
Western Caro.,Elon,20120218,78,76
Marshall,SMU,20120218,73,68
Mercer,Jacksonville,20120218,75,81
Campbell,N'western St.,20120218,86,100
Siena,Hofstra,20120218,69,81
N.C. Central,N.C. A&T,20120218,71,66
Texas,Oklahoma State,20120218,78,90
TCU,Boise State,20120218,64,65
Binghamton,Radford,20120218,59,64
Fordham,Saint Louis,20120218,46,66
Nevada,Iona,20120218,84,90
Bethune-Cookman,S. Carolina St.,20120218,70,59
Southeast Mo. St.,McNeese State,20120218,61,74
Florida A&M,Savannah State,20120218,57,76
American,Army,20120218,74,50
Seton Hall,Cincinnati,20120218,57,62
Fairfield,Milwaukee,20120218,63,67
Bucknell,Holy Cross,20120218,52,54
Howard,Coppin State,20120218,70,66
Lafayette,Lehigh,20120218,53,72
Saint Joseph's,Geo. Washington,20120218,73,66
Lamar,George Mason,20120218,71,75
Central Ark.,Louisiana Tech,20120218,62,84
La.-Lafayette,North Texas,20120218,57,53
Quinnipiac,Long Island,20120218,89,99
Rhode Island,St. Bonaventure,20120218,61,81
IUPUI,Nicholls State,20120218,84,80
Colorado,Utah,20120218,55,48
Illinois,Nebraska,20120218,57,80
Furman,Samford,20120218,49,55
Old Dominion,Missouri State,20120218,73,67
Oakland,Illinois State,20120218,75,79
Wright State,UMKC,20120218,76,62
Prairie View A&M,Miss. Valley St.,20120218,58,60
La.-Monroe,Denver,20120218,57,76
Charleston,Kent State,20120218,80,73
Alcorn State,Alabama State,20120218,63,78
Cornell,Princeton,20120218,57,75
Charlotte,Richmond,20120218,52,53
La Salle,Massachusetts,20120218,72,71
Southern U.,Alabama A&M,20120218,72,65
Jackson State,Grambling,20120218,63,60
Florida Atlantic,Middle Tenn.,20120218,59,72
High Point,Steph. F. Austin,20120218,62,69
Brown,Dartmouth,20120218,53,58
Minnesota,Northwestern,20120218,53,64
Monmouth,Mt. St. Mary's,20120218,68,66
Texas A&M-C.C.,Cent. Michigan,20120218,49,47
East Carolina,UCF,20120218,55,64
UNC-Asheville,Ohio,20120218,62,81
Delaware State,Gardner-Webb,20120218,56,57
Rider,Albany,20120218,61,70
Kennesaw State,North Florida,20120218,77,81
Columbia,Penn,20120218,59,61
Tenn.-Martin,Southeastern La.,20120218,48,64
Wofford,Charleston So.,20120218,59,77
Yale,Harvard,20120218,51,66
IPFW,East. Kentucky,20120218,69,78
Ill.-Chicago,Eastern Illinois,20120218,67,63
Fairleigh D'son,Wagner,20120218,70,90
Sacred Heart,St. Francis (N.Y.),20120218,56,58
Citadel,Chattanooga,20120218,48,46
Colgate,Navy,20120218,59,57
Cent. Conn. St.,Robert Morris,20120218,60,68
UTSA,Georgia State,20120218,71,82
BYU,Santa Clara,20120218,82,67
UNC-Greensboro,Ga. Southern,20120218,69,83
S.C. Upstate,Lipscomb,20120218,62,61
Mississippi St.,Auburn,20120218,55,65
Chicago State,UTPA,20120218,70,74
Presbyterian,Jacksonville St.,20120218,48,67
Western Mich.,North Dakota St.,20120218,73,86
Tulane,UAB,20120218,73,81
Texas Southern,Ark.-Pine Bluff,20120218,84,65
Dayton,Xavier,20120218,83,86
Loyola Chicago,Bradley,20120218,56,44
Idaho State,Pacific,20120218,64,66
Texas State,South Dakota,20120218,93,92
Texas-Arlington,Weber State,20120218,70,72
Rice,Tulsa,20120218,50,69
Arizona State,Washington St.,20120218,50,72
Western Ky.,South Alabama,20120218,61,66
Western Illinois,Evansville,20120218,45,68
FIU,Arkansas State,20120218,67,77
NJIT,Houston Baptist,20120218,68,75
East Tenn. St.,Belmont,20120218,58,80
UALR,Troy,20120218,74,62
Youngstown St.,Austin Peay,20120218,68,71
Wyoming,Colorado State,20120218,46,54
Southern Miss,Houston,20120218,71,73
Hawaii,Montana,20120218,79,94
Montana State,CSU Fullerton,20120218,66,80
UC Davis,Northern Ariz.,20120218,70,65
UC Santa Barb.,Utah State,20120218,72,64
Cal Poly,Northern Colo.,20120218,73,81
Long Beach St.,Creighton,20120218,79,81
Southern Utah,UC Riverside,20120218,52,57
Oregon State,California,20120218,63,77
San Diego,CSU Bakersfield,20120218,63,72
Eastern Wash.,UC Irvine,20120218,73,78
Portland,Pepperdine,20120218,65,70
Portland State,Idaho,20120218,68,77
San Jose State,Sacramento St.,20120218,79,67
Fresno State,CSU Northridge,20120218,62,49
Syracuse,Rutgers,20120219,74,64
Duke,Boston College,20120219,75,50
Michigan State,Purdue,20120219,76,62
Penn State,Wisconsin,20120219,55,65
Indiana,Iowa,20120219,66,78
Boston U.,Loyola Maryland,20120219,56,69
Vanderbilt,Georgia,20120219,61,52
Tennessee State,Miami (Ohio),20120219,68,61
South Florida,Pittsburgh,20120219,56,47
Oregon,Stanford,20120219,68,64
Baylor,Texas,20120220,77,72
Texas Southern,Miss. Valley St.,20120220,53,56
Longwood,Norfolk State,20120220,52,66
Mercer,North Florida,20120220,66,75
Kennesaw State,Jacksonville,20120220,71,73
Fairfield,Marist,20120220,60,49
Connecticut,Villanova,20120220,73,70
Florida A&M,S. Carolina St.,20120220,83,82
East Tenn. St.,Lipscomb,20120220,66,57
Md.-East. Shore,Howard,20120220,51,53
S.C. Upstate,Belmont,20120220,79,88
Delaware State,Hampton,20120220,74,68
Bethune-Cookman,Savannah State,20120220,44,67
Alcorn State,Alabama A&M,20120220,71,81
Prairie View A&M,Ark.-Pine Bluff,20120220,58,61
Southern U.,Alabama State,20120220,55,53
DePaul,St. John's,20120220,72,79
UC Davis,Seattle,20120220,59,73
Kentucky,Mississippi St.,20120221,73,64
Kansas State,Missouri,20120221,78,68
North Carolina,NC State,20120221,86,74
Illinois,Ohio State,20120221,67,83
Georgetown,Seton Hall,20120221,55,73
Michigan,Northwestern,20120221,67,55
Auburn,Florida,20120221,47,63
New Mexico,Colorado State,20120221,63,71
Virginia,Virginia Tech,20120221,61,59
Xavier,Massachusetts,20120221,73,80
Kent State,Miami (Ohio),20120221,60,62
Stony Brook,Hartford,20120221,74,50
Clemson,Georgia Tech,20120221,56,37
Wofford,UNC-Greensboro,20120221,68,56
Ill.-Chicago,Butler,20120221,44,69
Vermont,Binghamton,20120221,53,57
Miami (Fla.),Maryland,20120221,70,75
Evansville,Creighton,20120221,92,93
Cleveland State,Green Bay,20120221,67,71
Loyola Chicago,Valparaiso,20120221,62,66
South Florida,Syracuse,20120222,48,56
Kansas,Texas A&M,20120222,66,58
Michigan State,Minnesota,20120222,66,61
Rutgers,Marquette,20120222,65,82
Wichita State,Illinois State,20120222,68,55
West Virginia,Notre Dame,20120222,44,71
Boise State,UNLV,20120222,58,75
Temple,La Salle,20120222,80,79
N.C. Central,Indiana,20120222,56,75
Wyoming,San Diego State,20120222,58,67
Nebraska,Purdue,20120222,65,83
Boston U.,UMBC,20120222,73,52
Ohio,Buffalo,20120222,88,77
Hofstra,William & Mary,20120222,71,75
Ball State,Western Mich.,20120222,61,78
Northern Ill.,Eastern Mich.,20120222,45,48
James Madison,Drexel,20120222,61,78
Bowling Green,Akron,20120222,68,79
Richmond,Saint Joseph's,20120222,52,49
Cent. Michigan,Toledo,20120222,67,72
New Hampshire,Maine,20120222,58,71
Mississippi,Tennessee,20120222,60,73
Lehigh,Navy,20120222,58,41
Colgate,Lafayette,20120222,67,84
Campbell,High Point,20120222,60,98
Delaware,Towson,20120222,76,69
CSU Bakersfield,NJIT,20120222,72,70
Dayton,Duquesne,20120222,74,62
Army,Holy Cross,20120222,51,82
Virginia-Wise,Longwood,20120222,74,85
Houston,Marshall,20120222,58,66
St. Bonaventure,Fordham,20120222,89,63
VCU,UNC-Wilmington,20120222,63,59
George Mason,Northeastern,20120222,82,85
Old Dominion,Georgia State,20120222,65,60
Appalachian St.,Citadel,20120222,51,62
Central Ark.,Nicholls State,20120222,70,80
Morgan State,Coppin State,20120222,91,80
Geo. Washington,Charlotte,20120222,62,72
Steph. F. Austin,Lamar,20120222,62,52
Bradley,UNI,20120222,55,64
Tulane,SMU,20120222,50,64
Texas State,Southeastern La.,20120222,62,61
East Carolina,Memphis,20120222,47,70
UTSA,Texas A&M-C.C.,20120222,86,82
Georgia,LSU,20120222,53,61
Oklahoma State,Oklahoma,20120222,64,77
TCU,Air Force,20120222,65,62
South Carolina,Vanderbilt,20120222,48,59
Sam Houston St.,N'western St.,20120222,50,37
Texas-Arlington,McNeese State,20120222,93,89
Indiana State,Missouri State,20120222,59,46
Southern Ill.,Drake,20120222,63,78
Texas Tech,Iowa State,20120222,54,72
UCF,Rice,20120222,74,83
Southern Miss,UTEP,20120222,68,76
UC Riverside,CSU Northridge,20120222,63,61
UC Santa Barb.,Long Beach St.,20120222,58,70
Duke,Florida State,20120223,74,66
Murray State,Tennessee State,20120223,80,62
Wisconsin,Iowa,20120223,66,67
Louisville,Cincinnati,20120223,56,60
Coastal Caro.,Liberty,20120223,57,61
Charleston So.,VMI,20120223,81,90
Detroit,Cleveland State,20120223,64,77
Samford,Western Caro.,20120223,77,79
Gardner-Webb,UNC-Asheville,20120223,61,71
Alabama,Arkansas,20120223,79,68
Albany,Binghamton,20120223,74,63
Mt. St. Mary's,Cent. Conn. St.,20120223,63,78
Stetson,East Tenn. St.,20120223,56,72
Elon,Davidson,20120223,45,66
St. Francis (N.Y.),Monmouth,20120223,73,79
St. Francis (Pa.),Quinnipiac,20120223,44,77
Belmont,Kennesaw State,20120223,90,50
Presbyterian,Radford,20120223,77,64
Chattanooga,Furman,20120223,55,65
Robert Morris,Sacred Heart,20120223,55,53
South Alabama,Florida Atlantic,20120223,79,76
Bucknell,American,20120223,55,50
Wagner,Bryant,20120223,86,73
Long Island,Fairleigh D'son,20120223,91,80
Wright State,Youngstown St.,20120223,54,61
Eastern Illinois,Morehead State,20120223,39,75
Fla. Gulf Coast,S.C. Upstate,20120223,74,87
Lipscomb,Mercer,20120223,54,63
SIU-Edwardsville,East. Kentucky,20120223,63,58
Troy,FIU,20120223,75,70
Ga. Southern,Charleston,20120223,53,58
North Texas,UALR,20120223,75,67
Arkansas State,Western Ky.,20120223,76,79
Milwaukee,Ill.-Chicago,20120223,72,61
San Jose State,Louisiana Tech,20120223,49,75
IUPUI,North Dakota St.,20120223,74,68
Western Illinois,South Dakota St.,20120223,57,74
IPFW,South Dakota,20120223,84,93
Green Bay,Loyola Chicago,20120223,73,70
Oakland,UMKC,20120223,89,56
USC,Arizona,20120223,54,70
Middle Tenn.,La.-Monroe,20120223,94,61
Austin Peay,Tenn.-Martin,20120223,85,67
UCLA,Arizona State,20120223,66,57
Southeast Mo. St.,Jacksonville St.,20120223,59,69
California,Utah,20120223,60,46
Northern Ariz.,Montana,20120223,60,78
Siena,Marist,20120223,52,61
Hawaii,New Mexico St.,20120223,73,115
Houston Baptist,Utah Valley,20120223,56,75
Weber State,Northern Colo.,20120223,88,71
Eastern Wash.,Idaho State,20120223,85,78
Seattle,Fresno State,20120223,72,78
Pepperdine,Santa Clara,20120223,63,57
San Diego,Loyola Marym't,20120223,60,57
St. Mary's (Cal.),Portland,20120223,70,43
CSU Fullerton,Pacific,20120223,69,68
Stanford,Colorado,20120223,74,50
Portland State,Sacramento St.,20120223,94,88
BYU,Gonzaga,20120223,63,74
Marquette,West Virginia,20120224,61,60
Columbia,Yale,20120224,67,75
Princeton,Harvard,20120224,64,67
Penn,Dartmouth,20120224,57,54
Cornell,Brown,20120224,69,63
Canisius,Manhattan,20120224,77,90
North Florida,Jacksonville,20120224,70,64
Butler,Valparaiso,20120224,59,71
Loyola Maryland,Rider,20120224,79,83
Niagara,St. Peter's,20120224,59,56
Fairfield,Iona,20120224,72,77
Idaho,Utah State,20120224,50,67
Vanderbilt,Kentucky,20120225,74,83
Syracuse,Connecticut,20120225,71,69
Missouri,Kansas,20120225,86,87
Virginia Tech,Duke,20120225,65,70
Nebraska,Michigan State,20120225,34,62
North Carolina,Virginia,20120225,54,51
Villanova,Georgetown,20120225,46,67
Purdue,Michigan,20120225,75,61
Florida,Georgia,20120225,62,76
Oklahoma,Baylor,20120225,60,70
Murray State,Tennessee Tech,20120225,69,64
New Mexico,TCU,20120225,64,83
Drake,Wichita State,20120225,58,81
Notre Dame,St. John's,20120225,58,61
Air Force,UNLV,20120225,58,68
Temple,Saint Joseph's,20120225,72,82
Colorado State,San Diego State,20120225,66,74
Robert Morris,Quinnipiac,20120225,69,73
St. Francis (Pa.),Sacred Heart,20120225,57,72
Northeastern,Delaware,20120225,72,82
Coastal Caro.,VMI,20120225,81,64
La Salle,Fordham,20120225,62,67
Boston College,Wake Forest,20120225,56,85
UMBC,Vermont,20120225,49,80
Iowa State,Kansas State,20120225,65,61
LSU,Mississippi,20120225,48,72
Longwood,NJIT,20120225,51,94
St. Francis (N.Y.),Fairleigh D'son,20120225,44,45
Appalachian St.,Western Caro.,20120225,75,83
Illinois State,Bradley,20120225,54,53
UCLA,Arizona,20120225,63,65
Duquesne,Geo. Washington,20120225,51,56
Wright State,Cleveland State,20120225,55,77
Stetson,S.C. Upstate,20120225,72,90
Saint Louis,Rhode Island,20120225,62,64
Texas A&M,Oklahoma State,20120225,42,60
Providence,DePaul,20120225,73,71
Winthrop,UNC-Asheville,20120225,55,67
Green Bay,Ill.-Chicago,20120225,71,63
Georgia State,William & Mary,20120225,64,60
Missouri State,Evansville,20120225,70,75
Detroit,Youngstown St.,20120225,76,74
Maryland,Georgia Tech,20120225,61,63
NC State,Clemson,20120225,69,72
Miami (Ohio),Buffalo,20120225,74,84
